url,status,http_status,word_count,title,source,date,query_family,query_id,extraction_status,extraction_method,raw_html_path,cleaned_text_path,error_message
https://www.businessworld.in/article/Sebi-Bans-Launch-Of-New-Derivative-Contracts-Of-Crude-Palm-Oil/21-12-2021-415389,success,200,682,Sebi Bans Launch Of New Derivative Contracts Of Crude Palm Oil,businessworld.in,2021-12-21,title_only,title_oils_enforcement,success,trafilatura,C:\Users\yuvra\OneDrive\Desktop\RAship\FoodComputing\news_crawler\data\runs\edible_oils_boolean_title_proximity_2026-06-22\mediacloud\raw_html\businessworld.in\4a9a6bead89165c2.html,C:\Users\yuvra\OneDrive\Desktop\RAship\FoodComputing\news_crawler\data\runs\edible_oils_boolean_title_proximity_2026-06-22\mediacloud\cleaned_text\businessworld.in\4a9a6bead89165c2.txt,
https://www.business-standard.com/article/markets/india-s-series-of-interventions-arrest-domestic-spike-in-palm-oil-prices-121122401080_1.html,failed,403,,India's series of interventions arrest domestic spike in palm oil prices,business-standard.com,2021-12-24,title_only,title_oils_enforcement,,,,,Playwright: empty page
https://www.sentinelassam.com/business/indias-series-of-interventions-arrest-domestic-spike-in-palm-oil-prices-569841,success,200,328,India's series of interventions arrest domestic spike in palm oil prices,sentinelassam.com,2021-12-26,title_only,title_oils_enforcement,success,trafilatura,C:\Users\yuvra\OneDrive\Desktop\RAship\FoodComputing\news_crawler\data\runs\edible_oils_boolean_title_proximity_2026-06-22\mediacloud\raw_html\sentinelassam.com\44014fad5f833992.html,C:\Users\yuvra\OneDrive\Desktop\RAship\FoodComputing\news_crawler\data\runs\edible_oils_boolean_title_proximity_2026-06-22\mediacloud\cleaned_text\sentinelassam.com\44014fad5f833992.txt,
https://www.newkerala.com/news/2021/181185.htm,failed,404,,Indias series of interventions arrest domestic spike in palm oil prices,newkerala.com,2021-12-27,title_only,title_oils_enforcement,,,,,HTTP 404 (playwright)
https://www.business-standard.com/article/economy-policy/indonesia-ban-on-palm-oil-exports-starting-april-28-rattles-indian-markets-122042201291_1.html,failed,403,,Indonesia ban on palm oil exports starting April 28 rattles Indian markets,business-standard.com,2022-04-22,title_only,title_oils_enforcement,,,,,Playwright: empty page
https://www.business-standard.com/article/international/mayhem-ensues-as-indonesia-bans-edible-oil-exports-amid-shortage-122042201027_1.html,failed,403,,'Mayhem' ensues as Indonesia bans edible oil exports amid shortage,business-standard.com,2022-04-22,title_only,title_oils_enforcement,,,,,Playwright: empty page
https://www.dnaindia.com/world/report-indonesia-bans-palm-oil-export-world-to-face-jitters-2947836,success,200,514,"Indonesia bans palm oil export, world to face jitters",dnaindia.com,2022-04-22,title_only,title_oils_enforcement,success,trafilatura,C:\Users\yuvra\OneDrive\Desktop\RAship\FoodComputing\news_crawler\data\runs\edible_oils_boolean_title_proximity_2026-06-22\mediacloud\raw_html\dnaindia.com\8d7395efcfcf9d4f.html,C:\Users\yuvra\OneDrive\Desktop\RAship\FoodComputing\news_crawler\data\runs\edible_oils_boolean_title_proximity_2026-06-22\mediacloud\cleaned_text\dnaindia.com\8d7395efcfcf9d4f.txt,
https://www.thehindubusinessline.com/economy/agri-business/tough-times-ahead-for-indian-edible-oil-consumers-as-indonesia-bans-export-of-edible-oils/article65345290.ece,success,200,442,Tough times ahead for Indian edible oil consumers as Indonesia bans export of edible oils,thehindubusinessline.com,2022-04-22,title_only,title_oils_enforcement,success,trafilatura,C:\Users\yuvra\OneDrive\Desktop\RAship\FoodComputing\news_crawler\data\runs\edible_oils_boolean_title_proximity_2026-06-22\mediacloud\raw_html\thehindubusinessline.com\e5fe2a0ef4502f71.html,C:\Users\yuvra\OneDrive\Desktop\RAship\FoodComputing\news_crawler\data\runs\edible_oils_boolean_title_proximity_2026-06-22\mediacloud\cleaned_text\thehindubusinessline.com\e5fe2a0ef4502f71.txt,
https://www.business-standard.com/article/international/palm-oil-export-ban-will-hurt-other-countries-but-necessary-indonesia-fm-122042300061_1.html,failed,403,,"Palm oil export ban will hurt other countries, but necessary: Indonesia FM",business-standard.com,2022-04-23,title_only,title_oils_enforcement,,,,,Playwright: empty page
https://www.business-standard.com/article/markets/soyoil-prices-surge-to-record-high-as-indonesia-bans-palm-oil-exports-122042201287_1.html,failed,403,,Soyoil prices surge to record high as Indonesia bans palm oil exports,business-standard.com,2022-04-23,title_only,title_oils_enforcement,,,,,Playwright: empty page
https://www.businessworld.in/article/Indonesia-Bans-Palm-Oil-Exports-As-Global-Food-Inflation-Spikes/23-04-2022-426300,success,200,682,Indonesia Bans Palm Oil Exports As Global Food Inflation Spikes,businessworld.in,2022-04-23,title_only,title_oils_enforcement,success,trafilatura,C:\Users\yuvra\OneDrive\Desktop\RAship\FoodComputing\news_crawler\data\runs\edible_oils_boolean_title_proximity_2026-06-22\mediacloud\raw_html\businessworld.in\4a9a6bead89165c2.html,C:\Users\yuvra\OneDrive\Desktop\RAship\FoodComputing\news_crawler\data\runs\edible_oils_boolean_title_proximity_2026-06-22\mediacloud\cleaned_text\businessworld.in\4a9a6bead89165c2.txt,
https://www.ndtv.com/business/indonesias-exports-ban-of-palm-oil-resultant-markets-shock-report-2913113,failed,403,,Indonesia's Exports Ban Of Palm Oil; Resultant Markets Shock: Report,ndtv.com,2022-04-23,title_only,title_oils_enforcement,,,,,Playwright: empty page
https://www.newindianexpress.com/business/2022/apr/23/cooking-oil-prices-may-go-up-by-rs-3-5-per-kg-as-indonesia-bans-palm-oil-exports-2445679.html,success,200,268,Cooking oil prices may go up by Rs 3-5 per kg as Indonesia bans palm oil exports,newindianexpress.com,2022-04-23,title_only,title_oils_enforcement,success,trafilatura,C:\Users\yuvra\OneDrive\Desktop\RAship\FoodComputing\news_crawler\data\runs\edible_oils_boolean_title_proximity_2026-06-22\mediacloud\raw_html\newindianexpress.com\ca76ae09658c20cd.html,C:\Users\yuvra\OneDrive\Desktop\RAship\FoodComputing\news_crawler\data\runs\edible_oils_boolean_title_proximity_2026-06-22\mediacloud\cleaned_text\newindianexpress.com\ca76ae09658c20cd.txt,
https://www.thehindubusinessline.com/multimedia/audio/podcast-why-indonesias-move-to-ban-edible-oil-export-is-bad-news-for-india/article65347606.ece,success,200,94,Podcast | Why Indonesia’s move to ban edible oil export is bad news for India,thehindubusinessline.com,2022-04-23,title_only,title_oils_enforcement,success,trafilatura,C:\Users\yuvra\OneDrive\Desktop\RAship\FoodComputing\news_crawler\data\runs\edible_oils_boolean_title_proximity_2026-06-22\mediacloud\raw_html\thehindubusinessline.com\f59fba026827c087.html,C:\Users\yuvra\OneDrive\Desktop\RAship\FoodComputing\news_crawler\data\runs\edible_oils_boolean_title_proximity_2026-06-22\mediacloud\cleaned_text\thehindubusinessline.com\f59fba026827c087.txt,
https://www.dnaindia.com/india/report-edible-oil-prices-may-hike-in-india-as-indonesia-bans-export-of-palm-oil-2948066,success,200,494,Edible oil prices may hike in India as Indonesia bans export of palm oil,dnaindia.com,2022-04-24,title_only,title_oils_enforcement,success,trafilatura,C:\Users\yuvra\OneDrive\Desktop\RAship\FoodComputing\news_crawler\data\runs\edible_oils_boolean_title_proximity_2026-06-22\mediacloud\raw_html\dnaindia.com\9fee61109f425313.html,C:\Users\yuvra\OneDrive\Desktop\RAship\FoodComputing\news_crawler\data\runs\edible_oils_boolean_title_proximity_2026-06-22\mediacloud\cleaned_text\dnaindia.com\9fee61109f425313.txt,
https://www.business-standard.com/article/markets/hul-britannia-marico-dip-up-to-6-as-indonesia-bans-palm-oil-exports-122042500202_1.html,failed,403,,"HUL, Britannia, Marico drop up to 6% as Indonesia bans palm oil exports",business-standard.com,2022-04-25,title_only,title_oils_enforcement,,,,,Playwright: empty page
https://www.business-standard.com/article/markets/palm-oil-export-ban-adani-wilmar-sets-to-jump-10-fmcg-index-holds-50-dma-122042500331_1.html,failed,403,,"Tech view: Will Indonesia's palm oil export ban hurt HUL, Adani Wilmar?",business-standard.com,2022-04-25,title_only,title_oils_enforcement,,,,,Playwright: empty page
https://www.business-standard.com/article/markets/palm-oil-prices-surge-on-indonesia-ban-in-risk-to-global-food-inflation-122042500424_1.html,failed,403,,Palm oil prices surge on Indonesia ban in risk to global food inflation,business-standard.com,2022-04-25,title_only,title_oils_enforcement,,,,,Playwright: empty page
https://www.business-standard.com/article/markets/tech-view-will-indonesia-s-palm-oil-export-ban-hurt-hul-adani-wilmar-122042500331_1.html,failed,403,,"Tech view: Will Indonesia's palm oil export ban hurt HUL, Adani Wilmar?",business-standard.com,2022-04-25,title_only,title_oils_enforcement,,,,,Playwright: empty page
https://www.firstpost.com/business/explained-indonesias-palm-oil-export-ban-india-chocolates-shampoos-soaps-costly-10597421.html,failed,403,,Explained: How Indonesia’s palm oil export ban will impact your everyday life,firstpost.com,2022-04-25,title_only,title_oils_enforcement,,,,,Playwright: empty page
https://www.newindianexpress.com/business/2022/apr/25/edible-oil-industry-suggests-government-initiate-dialogue-with-indonesia-over-palm-oil-ban-2446303.html,success,200,481,Edible oil industry suggests government initiate dialogue with Indonesia over palm oil ban ,newindianexpress.com,2022-04-25,title_only,title_oils_enforcement,success,trafilatura,C:\Users\yuvra\OneDrive\Desktop\RAship\FoodComputing\news_crawler\data\runs\edible_oils_boolean_title_proximity_2026-06-22\mediacloud\raw_html\newindianexpress.com\b1c9c49c9b98288c.html,C:\Users\yuvra\OneDrive\Desktop\RAship\FoodComputing\news_crawler\data\runs\edible_oils_boolean_title_proximity_2026-06-22\mediacloud\cleaned_text\newindianexpress.com\b1c9c49c9b98288c.txt,
